Time: 00:36:56.456, Sensor: 2, Data: 23.84
Time: 00:41:19.259, Sensor: 1, Data: 26.77
Time: 00:41:20.259, Sensor: 2, Data: 20.37
Time: 00:41:20.259, Sensor: 1, Data: 29.86
Time: 00:41:21.259, Sensor: 1, Data: 23.89
Time: 00:41:21.259, Sensor: 2, Data: 21.71
Time: 00:41:22.259, Sensor: 1, Data: 27.04
Time: 00:41:22.260, Sensor: 2, Data: 28.18
Time: 00:41:23.260, Sensor: 1, Data: 20.15
Time: 00:41:23.260, Sensor: 2, Data: 29.84
Time: 00:41:24.260, Sensor: 1, Data: 28.06
Time: 00:41:24.260, Sensor: 2, Data: 23.47
Time: 00:41:25.260, Sensor: 2, Data: 22.19
Time: 00:41:25.260, Sensor: 1, Data: 20.39
Time: 00:41:26.260, Sensor: 2, Data: 28.56
Time: 00:41:26.260, Sensor: 1, Data: 22.65
Time: 00:41:27.260, Sensor: 1, Data: 23.03
Time: 00:41:27.260, Sensor: 2, Data: 27.85
Time: 00:41:28.261, Sensor: 2, Data: 20.99
Time: 00:41:28.261, Sensor: 1, Data: 22.51
Time: 00:41:29.261, Sensor: 2, Data: 20.73
Time: 00:41:29.261, Sensor: 1, Data: 24.75
Time: 00:41:30.261, Sensor: 1, Data: 21.50
Time: 00:41:30.261, Sensor: 2, Data: 22.07
Time: 00:41:31.261, Sensor: 2, Data: 26.40
Time: 00:41:31.261, Sensor: 1, Data: 20.68
Time: 00:41:32.262, Sensor: 2, Data: 23.65
Time: 00:41:32.262, Sensor: 1, Data: 25.84
Time: 00:41:33.262, Sensor: 2, Data: 23.47
Time: 00:41:33.262, Sensor: 1, Data: 26.57
Time: 00:41:34.262, Sensor: 1, Data: 27.97
Time: 00:41:34.262, Sensor: 2, Data: 27.23
Time: 00:41:35.262, Sensor: 2, Data: 25.73
Time: 00:41:35.262, Sensor: 1, Data: 22.79
Time: 00:41:36.262, Sensor: 1, Data: 21.19
Time: 00:41:36.262, Sensor: 2, Data: 20.82
Time: 00:41:37.263, Sensor: 1, Data: 26.92
Time: 00:41:37.263, Sensor: 2, Data: 28.58
Time: 00:41:38.263, Sensor: 1, Data: 23.79
Time: 00:41:38.263, Sensor: 2, Data: 23.08
Time: 00:41:39.263, Sensor: 2, Data: 21.78
Time: 00:41:39.263, Sensor: 1, Data: 29.72
Time: 00:41:40.263, Sensor: 2, Data: 27.53
Time: 00:41:40.263, Sensor: 1, Data: 21.37
Time: 00:41:41.264, Sensor: 1, Data: 28.72
Time: 00:41:41.264, Sensor: 2, Data: 23.95
Time: 00:41:42.264, Sensor: 1, Data: 20.73
Time: 00:41:42.264, Sensor: 2, Data: 29.85
Time: 00:41:43.264, Sensor: 1, Data: 27.00
Time: 00:41:43.264, Sensor: 2, Data: 28.53
Time: 00:41:44.264, Sensor: 1, Data: 28.08
Time: 00:41:44.264, Sensor: 2, Data: 27.97
Time: 00:41:45.264, Sensor: 2, Data: 29.93
Time: 00:41:45.264, Sensor: 1, Data: 29.06
Time: 00:41:46.265, Sensor: 1, Data: 29.71
Time: 00:41:46.265, Sensor: 2, Data: 22.89
Time: 00:41:47.265, Sensor: 1, Data: 28.61
Time: 00:41:47.265, Sensor: 2, Data: 21.83
Time: 00:41:48.265, Sensor: 1, Data: 29.87
Time: 00:41:48.265, Sensor: 2, Data: 21.40
Time: 00:41:49.265, Sensor: 1, Data: 23.85
Time: 00:41:49.265, Sensor: 2, Data: 28.40
Time: 00:41:50.266, Sensor: 2, Data: 27.95
Time: 00:41:50.266, Sensor: 1, Data: 24.06
Time: 00:41:51.266, Sensor: 1, Data: 25.89
Time: 00:41:51.266, Sensor: 2, Data: 27.91
Time: 00:41:52.266, Sensor: 2, Data: 23.96
Time: 00:41:52.266, Sensor: 1, Data: 20.85
Time: 00:41:53.267, Sensor: 2, Data: 28.39
Time: 00:41:53.267, Sensor: 1, Data: 29.09
Time: 00:41:54.267, Sensor: 1, Data: 22.21
Time: 00:41:54.267, Sensor: 2, Data: 21.00
Time: 00:41:55.267, Sensor: 1, Data: 29.06
Time: 00:41:55.267, Sensor: 2, Data: 25.73
Time: 00:41:56.267, Sensor: 1, Data: 23.69
Time: 00:41:56.267, Sensor: 2, Data: 24.03
Time: 00:41:57.267, Sensor: 1, Data: 21.04
Time: 00:41:57.267, Sensor: 2, Data: 26.09
Time: 00:41:58.267, Sensor: 1, Data: 22.48
Time: 00:41:58.267, Sensor: 2, Data: 25.41
Time: 00:41:59.268, Sensor: 1, Data: 27.99
Time: 00:41:59.268, Sensor: 2, Data: 27.33
Time: 00:42:00.268, Sensor: 1, Data: 26.17
Time: 00:42:00.268, Sensor: 2, Data: 27.68
Time: 00:42:01.268, Sensor: 2, Data: 20.46
Time: 00:42:01.268, Sensor: 1, Data: 28.46
Time: 00:42:02.268, Sensor: 1, Data: 20.67
Time: 00:42:02.268, Sensor: 2, Data: 29.21
Time: 00:42:03.268, Sensor: 2, Data: 20.39
Time: 00:42:03.268, Sensor: 1, Data: 22.40
Time: 00:42:04.268, Sensor: 2, Data: 22.02
Time: 00:42:04.268, Sensor: 1, Data: 24.85
Time: 00:42:05.268, Sensor: 1, Data: 23.00
Time: 00:42:05.268, Sensor: 2, Data: 29.56
Time: 00:42:06.269, Sensor: 2, Data: 20.38
Time: 00:42:06.269, Sensor: 1, Data: 21.50
Time: 00:42:07.269, Sensor: 2, Data: 24.54
Time: 00:42:07.269, Sensor: 1, Data: 25.02
Time: 00:42:08.269, Sensor: 2, Data: 21.74
Time: 00:42:08.269, Sensor: 1, Data: 21.43
Time: 00:42:09.269, Sensor: 2, Data: 20.48
Time: 00:42:09.269, Sensor: 1, Data: 21.54
Time: 00:42:10.269, Sensor: 1, Data: 23.56
Time: 00:42:10.269, Sensor: 2, Data: 24.66
Time: 00:42:11.269, Sensor: 1, Data: 28.15
Time: 00:42:11.269, Sensor: 2, Data: 23.11
Time: 00:47:32.742, Sensor: 1, Data: 23.91
Time: 00:47:32.743, Sensor: 2, Data: 22.45
Time: 00:47:33.743, Sensor: 2, Data: 22.74
Time: 00:47:33.743, Sensor: 1, Data: 20.01
Time: 00:47:34.743, Sensor: 1, Data: 21.01
Time: 00:47:34.743, Sensor: 2, Data: 29.61
Time: 00:47:35.743, Sensor: 2, Data: 27.65
Time: 00:47:35.743, Sensor: 1, Data: 24.23
Time: 00:47:36.743, Sensor: 1, Data: 23.79
Time: 00:47:36.743, Sensor: 2, Data: 20.11
Time: 00:47:37.743, Sensor: 2, Data: 23.95
Time: 00:47:37.744, Sensor: 1, Data: 26.71
Time: 00:47:38.744, Sensor: 1, Data: 24.40
Time: 00:47:38.744, Sensor: 2, Data: 27.42
Time: 00:47:39.744, Sensor: 1, Data: 30.00
Time: 00:47:39.744, Sensor: 2, Data: 25.99
Time: 00:47:40.744, Sensor: 1, Data: 20.49
Time: 00:47:40.744, Sensor: 2, Data: 23.76
Time: 00:47:41.744, Sensor: 2, Data: 20.90
Time: 00:47:41.744, Sensor: 1, Data: 25.83
Time: 00:47:42.745, Sensor: 1, Data: 22.20
Time: 00:47:42.745, Sensor: 2, Data: 20.09
Time: 00:47:43.745, Sensor: 1, Data: 27.11
Time: 00:47:43.745, Sensor: 2, Data: 21.21
Time: 00:47:44.745, Sensor: 1, Data: 27.54
Time: 00:47:44.745, Sensor: 2, Data: 20.14
Time: 00:47:45.745, Sensor: 1, Data: 21.14
Time: 00:47:45.745, Sensor: 2, Data: 23.34
Time: 00:47:46.746, Sensor: 1, Data: 21.44
Time: 00:47:46.746, Sensor: 2, Data: 21.71
Time: 00:47:47.746, Sensor: 1, Data: 20.09
Time: 00:47:47.746, Sensor: 2, Data: 24.84
Time: 00:47:48.746, Sensor: 1, Data: 22.70
Time: 00:47:48.746, Sensor: 2, Data: 23.01
Time: 00:47:49.746, Sensor: 1, Data: 24.58
Time: 00:47:49.746, Sensor: 2, Data: 21.41
Time: 00:47:50.747, Sensor: 1, Data: 22.25
Time: 00:47:50.747, Sensor: 2, Data: 27.04
Time: 00:47:51.747, Sensor: 1, Data: 27.69
Time: 00:47:51.747, Sensor: 2, Data: 20.50
Time: 00:47:52.747, Sensor: 1, Data: 28.56
Time: 00:47:52.747, Sensor: 2, Data: 21.67
Time: 00:47:53.747, Sensor: 1, Data: 24.89
Time: 00:47:53.748, Sensor: 2, Data: 23.39
Time: 00:47:54.748, Sensor: 1, Data: 28.45
Time: 00:47:54.748, Sensor: 2, Data: 21.41
Time: 00:47:55.748, Sensor: 1, Data: 28.76
Time: 00:47:55.748, Sensor: 2, Data: 21.90
Time: 00:47:56.748, Sensor: 1, Data: 21.28
Time: 00:47:56.748, Sensor: 2, Data: 22.31
Time: 00:47:57.748, Sensor: 2, Data: 22.32
Time: 00:47:57.748, Sensor: 1, Data: 27.29
Time: 00:47:58.749, Sensor: 2, Data: 21.81
Time: 00:47:58.749, Sensor: 1, Data: 23.70
Time: 00:47:59.749, Sensor: 2, Data: 25.08
Time: 00:47:59.749, Sensor: 1, Data: 24.87
Time: 00:48:00.749, Sensor: 1, Data: 23.41
Time: 00:48:00.750, Sensor: 2, Data: 26.42
Time: 00:48:01.750, Sensor: 1, Data: 23.85
Time: 00:48:01.750, Sensor: 2, Data: 24.81
Time: 00:48:02.750, Sensor: 2, Data: 26.27
Time: 00:48:02.750, Sensor: 1, Data: 21.79
Time: 00:48:03.750, Sensor: 2, Data: 29.70
Time: 00:48:03.750, Sensor: 1, Data: 25.91
Time: 00:48:04.751, Sensor: 2, Data: 27.42
Time: 00:48:04.751, Sensor: 1, Data: 20.76
Time: 00:48:05.751, Sensor: 1, Data: 29.56
Time: 00:48:05.751, Sensor: 2, Data: 20.94
Time: 00:48:06.751, Sensor: 2, Data: 23.29
Time: 00:48:06.751, Sensor: 1, Data: 21.55
Time: 00:48:07.751, Sensor: 1, Data: 24.24
Time: 00:48:07.751, Sensor: 2, Data: 26.09
Time: 00:48:08.752, Sensor: 2, Data: 21.19
Time: 00:48:08.752, Sensor: 1, Data: 25.52
Time: 00:48:09.752, Sensor: 1, Data: 23.95
Time: 00:48:09.752, Sensor: 2, Data: 23.91
Time: 00:48:10.752, Sensor: 2, Data: 29.12
Time: 00:48:10.752, Sensor: 1, Data: 28.90
Time: 00:48:11.753, Sensor: 2, Data: 26.13
Time: 00:48:11.753, Sensor: 1, Data: 25.79
Time: 00:48:12.753, Sensor: 2, Data: 22.40
Time: 00:48:12.753, Sensor: 1, Data: 29.80
Time: 00:48:13.753, Sensor: 2, Data: 20.99
Time: 00:48:13.753, Sensor: 1, Data: 27.43
Time: 00:48:14.753, Sensor: 2, Data: 27.47
Time: 00:48:14.753, Sensor: 1, Data: 22.45
Time: 00:48:15.754, Sensor: 2, Data: 21.43
Time: 00:48:15.754, Sensor: 1, Data: 21.33
Time: 00:48:16.754, Sensor: 2, Data: 22.50
Time: 00:48:16.754, Sensor: 1, Data: 22.26
Time: 00:48:17.754, Sensor: 2, Data: 23.48
Time: 00:48:17.755, Sensor: 1, Data: 29.79
Time: 00:48:18.755, Sensor: 1, Data: 25.11
Time: 00:48:18.755, Sensor: 2, Data: 23.60
Time: 00:48:19.755, Sensor: 1, Data: 27.59
Time: 00:48:19.755, Sensor: 2, Data: 25.78
Time: 00:48:20.755, Sensor: 2, Data: 26.70
Time: 00:48:20.755, Sensor: 1, Data: 25.86
Time: 00:48:21.756, Sensor: 2, Data: 22.97
Time: 00:48:21.756, Sensor: 1, Data: 27.98
Time: 00:48:22.756, Sensor: 1, Data: 28.52
Time: 00:48:22.756, Sensor: 2, Data: 29.01
Time: 00:48:23.756, Sensor: 2, Data: 22.20
Time: 00:48:23.756, Sensor: 1, Data: 24.47
Time: 00:48:24.757, Sensor: 2, Data: 28.36
Time: 00:48:24.757, Sensor: 1, Data: 25.92
Time: 00:48:25.757, Sensor: 2, Data: 22.40
Time: 00:48:25.757, Sensor: 1, Data: 27.49
Time: 00:48:26.757, Sensor: 1, Data: 22.75
Time: 00:48:26.757, Sensor: 2, Data: 22.29
Time: 00:48:27.757, Sensor: 2, Data: 20.06
Time: 00:48:27.757, Sensor: 1, Data: 29.76
Time: 00:48:28.758, Sensor: 2, Data: 25.68
Time: 00:48:28.758, Sensor: 1, Data: 21.79
Time: 00:48:29.758, Sensor: 2, Data: 29.91
Time: 00:48:29.758, Sensor: 1, Data: 23.69
Time: 00:48:30.758, Sensor: 2, Data: 20.89
Time: 00:48:30.758, Sensor: 1, Data: 24.92
Time: 00:48:31.758, Sensor: 1, Data: 24.36
Time: 00:48:31.758, Sensor: 2, Data: 28.44
Time: 00:48:32.759, Sensor: 2, Data: 22.55
Time: 00:48:32.759, Sensor: 1, Data: 22.89
Time: 00:48:33.759, Sensor: 2, Data: 27.49
Time: 00:48:33.759, Sensor: 1, Data: 21.98
Time: 00:48:34.759, Sensor: 1, Data: 22.86
Time: 00:48:34.759, Sensor: 2, Data: 25.78
Time: 00:48:35.759, Sensor: 2, Data: 28.67
Time: 00:48:35.759, Sensor: 1, Data: 22.93
Time: 00:48:36.759, Sensor: 2, Data: 23.58
Time: 00:48:36.759, Sensor: 1, Data: 25.69
Time: 00:48:37.760, Sensor: 1, Data: 23.76
Time: 00:48:37.760, Sensor: 2, Data: 25.22
Time: 00:48:38.760, Sensor: 2, Data: 29.84
Time: 00:48:38.760, Sensor: 1, Data: 22.06
Time: 00:48:39.760, Sensor: 2, Data: 26.09
Time: 00:48:39.760, Sensor: 1, Data: 26.27
Time: 00:48:40.760, Sensor: 2, Data: 23.50
Time: 00:48:40.760, Sensor: 1, Data: 28.15
Time: 00:48:41.760, Sensor: 2, Data: 27.80
Time: 00:48:41.760, Sensor: 1, Data: 22.31
Time: 00:48:42.760, Sensor: 1, Data: 23.94
Time: 00:48:42.760, Sensor: 2, Data: 20.31
Time: 00:48:43.761, Sensor: 2, Data: 27.55
Time: 00:48:43.761, Sensor: 1, Data: 29.43
Time: 00:48:44.761, Sensor: 2, Data: 26.22
Time: 00:48:44.761, Sensor: 1, Data: 29.55
Time: 00:48:45.761, Sensor: 2, Data: 26.98
Time: 00:48:45.761, Sensor: 1, Data: 25.49
Time: 00:48:46.761, Sensor: 2, Data: 25.11
Time: 00:48:46.761, Sensor: 1, Data: 22.00
Time: 00:48:47.762, Sensor: 2, Data: 23.19
Time: 00:48:47.762, Sensor: 1, Data: 26.75
Time: 00:48:48.762, Sensor: 1, Data: 29.69
Time: 00:48:48.762, Sensor: 2, Data: 23.40
Time: 00:48:49.762, Sensor: 2, Data: 20.41
Time: 00:48:49.762, Sensor: 1, Data: 28.79
Time: 00:48:50.762, Sensor: 2, Data: 27.15
Time: 00:48:50.762, Sensor: 1, Data: 29.38
Time: 00:48:51.762, Sensor: 2, Data: 24.56
Time: 00:48:51.762, Sensor: 1, Data: 22.55
Time: 00:48:52.762, Sensor: 2, Data: 27.61
Time: 00:48:52.762, Sensor: 1, Data: 25.16
Time: 00:48:53.763, Sensor: 1, Data: 21.03
Time: 00:48:53.763, Sensor: 2, Data: 20.04
Time: 00:48:54.763, Sensor: 1, Data: 22.76
Time: 00:48:54.763, Sensor: 2, Data: 24.76
Time: 00:48:55.763, Sensor: 1, Data: 21.03
Time: 00:48:55.763, Sensor: 2, Data: 21.41
Time: 00:48:56.763, Sensor: 2, Data: 29.16
Time: 00:48:56.763, Sensor: 1, Data: 21.31
Time: 00:48:57.764, Sensor: 1, Data: 24.92
Time: 00:48:57.764, Sensor: 2, Data: 28.47
Time: 00:48:58.764, Sensor: 1, Data: 25.64
Time: 00:48:58.764, Sensor: 2, Data: 20.42
Time: 00:53:09.271, Sensor: 1, Data: 24.15
Time: 00:53:09.271, Sensor: 2, Data: 20.00
Time: 00:53:10.271, Sensor: 1, Data: 21.13
Time: 00:53:10.271, Sensor: 2, Data: 24.71
Time: 00:53:11.271, Sensor: 2, Data: 24.55
Time: 00:53:11.271, Sensor: 1, Data: 23.99
Time: 00:53:12.272, Sensor: 2, Data: 20.66
Time: 00:53:12.272, Sensor: 1, Data: 22.45
Time: 00:53:13.272, Sensor: 1, Data: 24.79
Time: 00:53:13.272, Sensor: 2, Data: 23.58
Time: 00:53:14.272, Sensor: 1, Data: 29.76
Time: 00:53:14.272, Sensor: 2, Data: 29.24
Time: 00:53:15.273, Sensor: 2, Data: 22.94
Time: 00:53:15.273, Sensor: 1, Data: 26.50
Time: 00:53:16.273, Sensor: 1, Data: 23.98
Time: 00:53:16.273, Sensor: 2, Data: 29.05
Time: 00:53:17.273, Sensor: 1, Data: 29.22
Time: 00:53:17.273, Sensor: 2, Data: 29.77
Time: 00:53:18.273, Sensor: 1, Data: 25.07
Time: 00:53:18.273, Sensor: 2, Data: 21.17
Time: 00:53:19.273, Sensor: 1, Data: 24.42
Time: 00:53:19.273, Sensor: 2, Data: 28.13
Time: 00:53:20.274, Sensor: 1, Data: 24.04
Time: 00:53:20.274, Sensor: 2, Data: 23.32
Time: 00:53:21.274, Sensor: 1, Data: 23.71
Time: 00:53:21.274, Sensor: 2, Data: 28.67
Time: 00:53:22.274, Sensor: 1, Data: 22.09
Time: 00:53:22.274, Sensor: 2, Data: 29.98
Time: 00:53:23.274, Sensor: 1, Data: 25.45
Time: 00:53:23.274, Sensor: 2, Data: 26.60
Time: 00:53:24.275, Sensor: 2, Data: 24.81
Time: 00:53:24.275, Sensor: 1, Data: 24.59
Time: 00:53:25.275, Sensor: 1, Data: 25.45
Time: 00:53:25.275, Sensor: 2, Data: 22.75
Time: 00:53:26.275, Sensor: 2, Data: 27.94
Time: 00:53:26.275, Sensor: 1, Data: 26.86
Time: 00:53:27.275, Sensor: 1, Data: 24.86
Time: 00:53:27.275, Sensor: 2, Data: 26.98
Time: 00:53:28.276, Sensor: 2, Data: 21.89
Time: 00:53:28.275, Sensor: 1, Data: 26.86
Time: 00:53:29.276, Sensor: 2, Data: 24.12
Time: 00:53:29.276, Sensor: 1, Data: 29.63
Time: 00:53:30.276, Sensor: 1, Data: 26.84
Time: 00:53:30.276, Sensor: 2, Data: 23.86
Time: 00:53:31.276, Sensor: 2, Data: 26.85
Time: 00:53:31.276, Sensor: 1, Data: 24.10
Time: 00:53:32.276, Sensor: 1, Data: 22.36
Time: 00:53:32.276, Sensor: 2, Data: 20.01
Time: 00:53:33.277, Sensor: 1, Data: 21.65
Time: 00:53:33.277, Sensor: 2, Data: 28.29
Time: 00:53:34.277, Sensor: 1, Data: 27.14
Time: 00:53:34.277, Sensor: 2, Data: 24.73
Time: 00:53:35.277, Sensor: 2, Data: 22.62
Time: 00:53:35.277, Sensor: 1, Data: 26.21
Time: 00:53:36.278, Sensor: 2, Data: 22.51
Time: 00:53:36.278, Sensor: 1, Data: 23.97
Time: 00:53:37.278, Sensor: 1, Data: 21.50
Time: 00:53:37.278, Sensor: 2, Data: 20.20
Time: 00:53:38.278, Sensor: 1, Data: 20.95
Time: 00:53:38.278, Sensor: 2, Data: 20.03
Time: 00:53:39.279, Sensor: 2, Data: 24.23
Time: 00:53:39.279, Sensor: 1, Data: 24.12
Time: 00:53:40.279, Sensor: 1, Data: 29.95
Time: 00:53:40.279, Sensor: 2, Data: 21.11
Time: 00:53:41.279, Sensor: 1, Data: 22.92
Time: 00:53:41.279, Sensor: 2, Data: 23.20
Time: 00:53:42.279, Sensor: 1, Data: 21.74
Time: 00:53:42.279, Sensor: 2, Data: 29.33
Time: 00:53:43.279, Sensor: 2, Data: 28.05
Time: 00:53:43.279, Sensor: 1, Data: 26.47
Time: 00:53:44.280, Sensor: 1, Data: 21.75
Time: 00:53:44.280, Sensor: 2, Data: 21.77
Time: 00:53:45.280, Sensor: 1, Data: 23.58
Time: 00:53:45.280, Sensor: 2, Data: 26.66
Time: 00:53:46.280, Sensor: 2, Data: 20.65
Time: 00:53:46.280, Sensor: 1, Data: 26.59
Time: 00:53:47.280, Sensor: 2, Data: 25.00
Time: 00:53:47.281, Sensor: 1, Data: 26.53
Time: 00:53:48.281, Sensor: 2, Data: 23.06
Time: 00:53:48.281, Sensor: 1, Data: 22.96
Time: 00:53:49.281, Sensor: 2, Data: 28.12
Time: 00:53:49.281, Sensor: 1, Data: 27.71
Time: 00:53:50.281, Sensor: 2, Data: 22.14
Time: 00:53:50.281, Sensor: 1, Data: 20.80
Time: 00:53:51.281, Sensor: 2, Data: 26.78
Time: 00:53:51.281, Sensor: 1, Data: 23.36
Time: 00:53:52.282, Sensor: 1, Data: 27.34
Time: 00:53:52.282, Sensor: 2, Data: 23.67
Time: 00:53:53.282, Sensor: 1, Data: 22.31
Time: 00:53:53.282, Sensor: 2, Data: 25.50
Time: 00:53:54.282, Sensor: 2, Data: 21.92
Time: 00:53:54.282, Sensor: 1, Data: 28.70
Time: 00:53:55.282, Sensor: 2, Data: 25.16
Time: 00:53:55.282, Sensor: 1, Data: 21.20
Time: 00:53:56.283, Sensor: 1, Data: 27.28
Time: 00:53:56.283, Sensor: 2, Data: 20.12
Time: 00:53:57.283, Sensor: 1, Data: 29.77
Time: 00:53:57.283, Sensor: 2, Data: 29.21
Time: 00:53:58.283, Sensor: 2, Data: 22.01
Time: 00:53:58.283, Sensor: 1, Data: 27.98
Time: 00:53:59.283, Sensor: 1, Data: 25.40
Time: 00:53:59.283, Sensor: 2, Data: 26.73
Time: 00:54:00.283, Sensor: 2, Data: 27.51
Time: 00:54:00.283, Sensor: 1, Data: 26.82
Time: 00:54:01.284, Sensor: 1, Data: 23.85
Time: 00:54:01.284, Sensor: 2, Data: 20.26
Time: 00:54:02.284, Sensor: 2, Data: 20.81
Time: 00:54:02.284, Sensor: 1, Data: 27.98
Time: 00:54:03.284, Sensor: 2, Data: 24.09
Time: 00:54:03.284, Sensor: 1, Data: 22.79
Time: 00:54:04.284, Sensor: 2, Data: 25.62
Time: 00:54:04.284, Sensor: 1, Data: 27.71
Time: 00:55:28.053, Sensor: 1, Data: 22.83
Time: 00:55:28.053, Sensor: 2, Data: 26.55
Time: 00:55:29.053, Sensor: 1, Data: 23.43
Time: 00:55:29.053, Sensor: 2, Data: 29.12
Time: 00:55:30.054, Sensor: 2, Data: 25.93
Time: 00:55:30.054, Sensor: 1, Data: 20.04
Time: 00:55:31.054, Sensor: 2, Data: 29.05
Time: 00:55:31.054, Sensor: 1, Data: 21.18
Time: 00:55:32.054, Sensor: 2, Data: 25.14
Time: 00:55:32.054, Sensor: 1, Data: 26.65
Time: 00:55:33.054, Sensor: 1, Data: 24.52
Time: 00:55:33.054, Sensor: 2, Data: 29.92
Time: 00:55:34.055, Sensor: 2, Data: 26.68
Time: 00:55:34.055, Sensor: 1, Data: 20.74
Time: 00:55:35.055, Sensor: 2, Data: 25.26
Time: 00:55:35.055, Sensor: 1, Data: 25.47
Time: 00:55:36.056, Sensor: 1, Data: 29.08
Time: 00:55:36.056, Sensor: 2, Data: 20.25
Time: 00:55:37.057, Sensor: 1, Data: 25.40
Time: 00:55:37.057, Sensor: 2, Data: 26.53
Time: 00:55:38.057, Sensor: 1, Data: 25.42
Time: 00:55:38.057, Sensor: 2, Data: 21.39
Time: 00:55:39.057, Sensor: 1, Data: 28.67
Time: 00:55:39.057, Sensor: 2, Data: 29.82
Time: 00:55:40.057, Sensor: 1, Data: 22.92
Time: 00:55:40.057, Sensor: 2, Data: 25.02
Time: 00:55:41.057, Sensor: 1, Data: 22.42
Time: 00:55:41.057, Sensor: 2, Data: 24.42
Time: 00:55:42.057, Sensor: 1, Data: 20.04
Time: 00:55:42.057, Sensor: 2, Data: 21.95
Time: 00:55:43.058, Sensor: 2, Data: 21.71
Time: 00:55:43.058, Sensor: 1, Data: 22.37
Time: 00:55:44.058, Sensor: 1, Data: 24.31
Time: 00:55:44.058, Sensor: 2, Data: 22.30
Time: 00:55:45.058, Sensor: 1, Data: 26.63
Time: 00:55:45.058, Sensor: 2, Data: 25.04
Time: 00:55:46.058, Sensor: 2, Data: 28.16
Time: 00:55:46.058, Sensor: 1, Data: 28.81
Time: 00:55:47.058, Sensor: 1, Data: 24.73
Time: 00:55:47.058, Sensor: 2, Data: 23.72
Time: 00:55:48.058, Sensor: 1, Data: 28.97
Time: 00:55:48.058, Sensor: 2, Data: 29.31
Time: 00:55:49.058, Sensor: 2, Data: 20.88
Time: 00:55:49.058, Sensor: 1, Data: 29.66
Time: 00:55:50.059, Sensor: 1, Data: 21.52
Time: 00:55:50.059, Sensor: 2, Data: 20.56
Time: 00:55:51.059, Sensor: 2, Data: 23.74
Time: 00:55:51.059, Sensor: 1, Data: 23.99
Time: 00:55:52.059, Sensor: 2, Data: 22.49
Time: 00:55:52.059, Sensor: 1, Data: 24.97
Time: 00:55:53.059, Sensor: 1, Data: 29.64
Time: 00:55:53.059, Sensor: 2, Data: 28.85
Time: 00:55:54.059, Sensor: 2, Data: 28.29
Time: 00:55:54.059, Sensor: 1, Data: 28.24
Time: 00:55:55.060, Sensor: 1, Data: 22.17
Time: 00:55:55.060, Sensor: 2, Data: 29.02
Time: 00:55:56.060, Sensor: 2, Data: 26.65
Time: 00:55:56.060, Sensor: 1, Data: 20.21
Time: 00:55:57.060, Sensor: 1, Data: 25.15
Time: 00:55:57.060, Sensor: 2, Data: 23.11
Time: 00:55:58.060, Sensor: 2, Data: 25.24
Time: 00:55:58.060, Sensor: 1, Data: 21.81
Time: 00:55:59.060, Sensor: 1, Data: 22.91
Time: 00:55:59.060, Sensor: 2, Data: 27.51
Time: 00:56:00.060, Sensor: 2, Data: 20.28
Time: 00:56:00.060, Sensor: 1, Data: 23.61
Time: 00:56:01.061, Sensor: 2, Data: 26.20
Time: 00:56:01.061, Sensor: 1, Data: 20.33
Time: 00:56:02.061, Sensor: 2, Data: 29.43
Time: 00:56:02.061, Sensor: 1, Data: 21.72
Time: 00:56:03.061, Sensor: 2, Data: 22.19
Time: 00:56:03.061, Sensor: 1, Data: 22.37
Time: 00:56:04.061, Sensor: 2, Data: 23.15
Time: 00:56:04.061, Sensor: 1, Data: 24.34
Time: 00:56:05.061, Sensor: 2, Data: 28.81
Time: 00:56:05.061, Sensor: 1, Data: 22.05
Time: 00:56:06.061, Sensor: 1, Data: 21.55
Time: 00:56:06.061, Sensor: 2, Data: 25.79
Time: 00:56:07.062, Sensor: 2, Data: 25.59
Time: 00:56:07.062, Sensor: 1, Data: 28.37
Time: 00:56:08.062, Sensor: 2, Data: 29.44
Time: 00:56:08.062, Sensor: 1, Data: 22.31
Time: 00:56:09.062, Sensor: 2, Data: 25.70
Time: 00:56:09.062, Sensor: 1, Data: 29.74
Time: 00:56:10.062, Sensor: 1, Data: 25.33
Time: 00:56:10.062, Sensor: 2, Data: 22.43
Time: 00:56:11.062, Sensor: 2, Data: 28.10
Time: 00:56:11.062, Sensor: 1, Data: 20.68
Time: 00:56:12.063, Sensor: 2, Data: 21.19
Time: 00:56:12.063, Sensor: 1, Data: 23.07
Time: 00:56:13.063, Sensor: 2, Data: 29.92
Time: 00:56:13.063, Sensor: 1, Data: 28.10
Time: 00:56:14.063, Sensor: 2, Data: 24.70
Time: 00:56:14.063, Sensor: 1, Data: 21.30
Time: 00:56:15.063, Sensor: 1, Data: 28.97
Time: 00:56:15.063, Sensor: 2, Data: 21.97
Time: 00:56:16.063, Sensor: 1, Data: 23.47
Time: 00:56:16.063, Sensor: 2, Data: 23.37
Time: 00:56:17.063, Sensor: 1, Data: 23.26
Time: 00:56:17.063, Sensor: 2, Data: 21.30
Time: 00:56:18.063, Sensor: 1, Data: 23.80
Time: 00:56:18.063, Sensor: 2, Data: 26.82
Time: 00:56:19.064, Sensor: 2, Data: 25.94
Time: 00:56:19.064, Sensor: 1, Data: 29.97
